conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20c6a2ec-ef98-4f95-8a16-c8006d9242ba,montar equipamento de som,released,skill/competence,sector-specific,,Montar equipamento de gravação de som. Testar a acústica e fazer ajustes.,http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,operar equipamento audiovisual
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20c920d4-7ff7-4676-ba61-3f04490d9416,manter-se a par das informações mais recentes sobre soluções de sistemas,released,skill/competence,sector-specific,manter-se a par das mais recentes informações sobre soluções de sistemas | manter-se atualizado em relação aos sistemas de informação | manter-se a par da informação mais recente sobre soluções de sistemas | manter-se a par das últimas informações sobre sistemas de informação | manter-se a par dos mais recentes sistemas de informação,"Recolher as informações mais recentes sobre as soluções de sistemas de informação existentes que incluem o software e hardware, bem como os componentes de rede.",http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b | http://data.europa.eu/esco/skill/e2a5e046-3357-493e-bbdc-8d0ef82005cc,demonstrar disponibilidade para aprender | monitorizar os desenvolvimentos no domínio de especialização
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20eb4c72-2a50-4a68-acb0-7e0d4559c097,instalar eletrónica de consumo,released,skill/competence,occupation-specific,,"Ligar dispositivos eletrónicos, tais como televisores, equipamento áudio e de vídeo e máquinas fotográficas, à rede de eletricidade e à ligação elétrica para evitar diferenças perigosas no potencial elétrico. Testar a instalação quanto ao seu correto funcionamento.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"instalar e reparar equipamento elétrico, eletrónico e de precisão"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/211e4a02-69a6-494e-b94a-93741e2a3a0b,desmontar dispositivos móveis,released,skill/competence,sector-specific,desmontar aparelhos móveis | decompor dispositivos móveis | desmontar tecnologias móveis | desmontar dispositivo móvel,"Desmontar dispositivos móveis, a fim de analisar falhas, substituir peças ou reciclar.",http://data.europa.eu/esco/skill/b4877620-c375-45f3-a678-2ddb4dae6a29 | http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060 | http://data.europa.eu/esco/skill/55cd5608-1497-4ed1-96d0-cb9494749a09,"reparar dispositivos informáticos | instalar e reparar equipamento elétrico, eletrónico e de precisão | reparar dispositivos móveis"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550,conceber redes informáticas,released,skill/competence,sector-specific,,"Desenvolver e planear redes de TIC, tais como uma rede de área alargada e uma rede local, que conectem os computadores através de ligações por cabo ou sem fios, permitindo assim a troca de dados e avaliação dos seus requisitos de capacidade.",http://data.europa.eu/esco/skill/a47d194d-0ffd-4aaa-b695-fbbe0255000e | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,conceber sistemas de informação | conceber sistemas ou aplicações tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/216e5ea6-c683-4945-9f96-03483dc56d9f,reparar dispositivos de fecho,released,skill/competence,occupation-specific,,"Fornecer serviços de reparação e de resolução de avarias para sistemas de abertura automática de portas, dispositivos de fecho de portas e outros sistemas de controlo de acesso, em conformidade com as especificações.",http://data.europa.eu/esco/skill/ade18380-76dc-4263-8c95-f61c0a887fc4 | http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"substituir dispositivos com defeito | instalar e reparar equipamento elétrico, eletrónico e de precisão"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2174c1b0-e13c-4850-8e4d-2bc6183018bf,criptomoeda,released,knowledge,sector-specific,moeda digital,"Moeda digital e encriptada ou meio de intercâmbio com uma rede descentralizada baseada na tecnologia de cadeia de blocos, uma vez que o valor da criptomoeda não é gerido ou mantido pelas autoridades centrais, como é o caso do euro.
  ",http://data.europa.eu/esco/isced-f/0412,"finanças, banca e seguros"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2180bd8c-86de-4889-8165-adac902eee9d,sistemas integrados,released,knowledge,sector-specific,sistema integrado | sistemas informáticos integrados | arquitetura de software integrada | equipamentos integrados,"Os sistemas e componentes informáticos com uma função especializada e autónoma dentro de um sistema ou máquina maior, como as arquiteturas de software com sistemas integrados, periféricos incorporados, princípios de design e ferramentas de desenvolvimento.",http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523 | http://data.europa.eu/esco/isced-f/0714,infraestruturas de TIC | eletrónica e automação
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/219dd03d-4168-416a-be40-f4becca55130,Engrade,released,knowledge,sector-specific,,"O programa informático Engrade é uma plataforma de e-learning para criar, administrar, organizar, comunicar e fornecer cursos ou programas de formação em regime de e-learning.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,sistemas de gestão da aprendizagem | design e administração de bases de dados e de redes informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,programação informática,released,knowledge,cross-sector,,"As técnicas e os princípios de desenvolvimento de software, como análise, algoritmos, codificação, teste e compilação de paradigmas de programação (por exemplo, programação orientada por objetos, programação funcional) e de linguagens de programação.",http://data.europa.eu/esco/isced-f/0613,desenvolvimento e análise de software e aplicações informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/21dd999b-c5cc-4cec-8a9f-33f07079c12e,equipamento de teledifusão,released,knowledge,sector-specific,,"A utilização e o funcionamento de equipamentos de teledifusão, como consolas, routers, microfones, compressores duplos e outros equipamentos.",http://data.europa.eu/esco/isced-f/0211,técnicas audiovisuais e produção dos media
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/22225017-a02e-4171-8775-64c3adc87512,leitura de contador automático,released,knowledge,cross-sector,,"Tecnologias móveis, em rede e portáteis usadas para obter automaticamente dados sobre o consumo de energia e água e encaminhá-los para a base de dados central para o envio de faturas ou para a realização de análises.",http://data.europa.eu/esco/isced-f/0612,design e administração de bases de dados e de redes informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/224423a6-ac6a-4b3e-be7c-e38b41f82116,utilizar dispositivos de navegação marítima,released,skill/competence,sector-specific,,"Utilizar dispositivos de navegação marítima, por exemplo, bússolas ou sextantes, ou auxiliares de navegação, tais como faróis ou boias, radares, satélites e sistemas informáticos para navegar por vias navegáveis. Trabalhar com cartas/mapas, comunicações e publicações recentes, a fim de determinar a posição exata de um navio.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,operar equipamento de comunicação
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb,utilizar software de apresentação,released,skill/competence,cross-sector,,"Utilizar ferramentas de software para criar apresentações digitais que combinem vários elementos, como gráficos, imagens, texto e outros meios multimédia.",http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615 | http://data.europa.eu/esco/skill/446a36a5-2376-439f-b46b-4a214ba0acdf,"criar conteúdos digitais | utilizar programas informáticos de tratamento, edição e apresentação de textos"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/238343b1-7b51-42b3-a9ed-cf24d3a236e7,identificar lacunas nas competências digitais,released,skill/competence,cross-sector,,"Estar ciente dos aspetos a melhorar ou atualizar na sua competência digital. Ser capaz de apoiar outros tendo por base a sua competencia digital. Procurar oportunidades de autodesenvolvimento e e manter-se a par da  evolução digital.
",http://data.europa.eu/esco/skill/7e5147d1-60b1-4a68-804b-1f5cb0396b91 | http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595,"resolução de problemas com a ajuda de ferramentas e equipamentos TIC | monitorizar, inspecionar e testar"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23900e3d-06fa-424c-a5dc-c0ea42edde1e,Oracle Warehouse Builder,released,knowledge,sector-specific,,"O programa informático Oracle Warehouse Builder é uma ferramenta para a integração de informações de várias aplicações, criadas e mantidas por organizações, numa estrutura de dados consistente e transparente, desenvolvida pela empresa de software Oracle.",http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051 | http://data.europa.eu/esco/isced-f/0612,ferramentas de extração transformação e carregamento de dados | design e administração de bases de dados e de redes informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23b45aa6-a479-486d-9e6f-062cbab7c68a,técnicas de interface,released,knowledge,sector-specific,,As técnicas relacionadas com as interfaces entre os modelos e os componentes.,http://data.europa.eu/esco/isced-f/0714,eletrónica e automação
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23df3447-f59e-45a4-86da-78e38d07c808,indústria de música e vídeo,released,knowledge,cross-sector,,Operadores e produtos disponíveis no mercado na indústria de música e vídeo.,http://data.europa.eu/esco/isced-f/0211,técnicas audiovisuais e produção dos media
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2450c3b3-e78e-435b-b84d-e05d984e71dc,modelos de arquitetura de software,released,knowledge,sector-specific,,"O conjunto de estruturas e modelos necessários para compreender ou descrever o sistema de software, incluindo os elementos do software, as relações entre eles e as propriedades dos ditos elementos e das suas relações.",http://data.europa.eu/esco/isced-f/0611,informática na ótica do utilizador
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17,quadros de software,released,knowledge,sector-specific,,"Os ambientes ou ferramentas de desenvolvimento de software usados para melhorar a eficiência do desenvolvimento de novos programas informático, fornecendo recursos específicos que apoiam e orientam o desenvolvimento.",http://data.europa.eu/esco/isced-f/0613,desenvolvimento e análise de software e aplicações informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/251b5528-693c-4ef9-a7f6-9924bb8d7ef8,quadros de aplicação descentralizada,released,knowledge,sector-specific,,"Os diferentes quadros de software, bem como as suas características, vantagens e desvantagens, que permitem o desenvolvimento de aplicações descentralizadas em infraestruturas de cadeia de blocos. Exemplos: truffle, embark, epirus, openzeppelin, etc.
   ",http://data.europa.eu/esco/isced-f/0613,desenvolvimento e análise de software e aplicações informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,depurar software,released,skill/competence,sector-specific,,"Reparar o código informático através da análise dos resultados dos ensaios, localizar as falhas que provocam o software a produzir um resultado incorreto ou inesperado e eliminar essas falhas.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programar sistemas de computador
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2579f843-87e8-4a9f-83ce-1284b2218b56,gerir serviços de gestão de informação aeronáutica,released,skill/competence,sector-specific,,"Realizar tarefas complexas e executar atividades de nível médio e elevada relacionadas com bases de dados, terminais e sistemas de informação geográfica (SIG) a fim de desenvolver conjuntos de dados e publicações aeronáuticas de qualidade.
   ",http://data.europa.eu/esco/skill/7e8c17fd-3299-4c5a-b67c-32f516364662 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"avaliar a qualidade de serviços | gerir, recolher e armazenar dados digitais"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/258d3de5-60fd-4336-aa7e-7700b64f5ed5,captura de movimentos,released,knowledge,sector-specific,,"O processo e as técnicas de captura do movimento de atores humanos, a fim de criar e animar personagens digitais que se pareçam e movam da forma mais humana possível.",http://data.europa.eu/esco/isced-f/0211,técnicas audiovisuais e produção dos media
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25b291b5-8245-4d9d-b391-86a8a31d7109,utilizar programação concorrente,released,skill/competence,sector-specific,utilizar programação paralela | usar programação concorrente | recorrer a programação paralela | utilizar computação paralela | utilizar a programação concorrente,"Utilizar ferramentas TIC especializadas para criar programas que possam executar operações simultâneas através da divisão de programas em processos paralelos e, uma vez calculados, combinar os resultados uns com os outros.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programar sistemas de computador
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25df422a-bf0a-4f76-8631-d0be91cb8751,engenharia de sistemas baseada em modelos,released,knowledge,cross-sector,,"A engenharia de sistemas baseada em modelos (MBSE) é uma metodologia para a engenharia de sistemas que utiliza a modelização visual como principal meio de comunicação de informações. Centra-se na criação e na exploração de modelos de domínio como principal meio de intercâmbio de informações entre engenheiros e técnicos de engenharia, e não no intercâmbio de informações com base em documentos. Por conseguinte, elimina a comunicação de informações desnecessárias ao utilizar modelos abstratos que retêm apenas os dados pertinentes.
	",http://data.europa.eu/esco/isced-f/0710,engenharia e tecnologias afins sem definição precisa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25ee43a8-f9b0-4990-96cf-eabe627ff0cc,utilizar software de gestão de locações,released,skill/competence,occupation-specific,,"Utilizar software de gestão de locações para monitorizar aspetos do negócio como finanças, locações e faturas.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gerir, recolher e armazenar dados digitais"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,análise de dados,released,knowledge,sector-specific,data mining,"Os métodos de inteligência artificial, aprendizagem automática, estatísticas e bases de dados utilizados para extrair conteúdos de um conjunto de dados.",http://data.europa.eu/esco/isced-f/0612,design e administração de bases de dados e de redes informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2672f6a9-1e70-43c5-859d-e6a0fc9ea0f1,sistemas de controlo de voo de aeronaves,released,knowledge,sector-specific,sistemas de controle de voo de aeronaves,"A configuração, as características e o funcionamento dos sistemas de controlo de voo das aeronaves, tais como superfícies de controlo de voo, comandos da cabina de pilotagem, ligações e mecanismos operacionais necessários para controlar a direção de voo de uma aeronave.",http://data.europa.eu/esco/isced-f/1041,serviços de transporte
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/26ca7ed6-80a7-47e3-92f5-6e6016adeb95,estabelecer perfis de cor,released,skill/competence,sector-specific,,Manter uma saída de cores consistente em impressoras a cores e jato de tinta digitais através de rotinas de calibração e garantindo que os perfis de cores das impressoras continuam exatos.,http://data.europa.eu/esco/skill/dcb9c446-bb08-44de-89b6-851ac2903eaf,operar equipamento para produção de material impresso e fotográfico
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/26fa7a33-a426-4cd5-9792-33bf668612e1,LESS,released,knowledge,sector-specific,,"A linguagem informática LESS é uma linguagem de folha de estilo que permite a apresentação de documentos estruturados. Estes documentos devem seguir as folhas de estilo, um conjunto de regras estilísticas, tais como tipo de letra, cor e disposição.",http://data.europa.eu/esco/skill/c2999f0c-eb37-4cdf-b9b0-82107b628794 | http://data.europa.eu/esco/isced-f/0612,linguagens de folhas de estilo | design e administração de bases de dados e de redes informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27065048-bca8-4b0a-891a-b192b9ceadfd,software CAM,released,knowledge,sector-specific,,"Diferentes ferramentas para fabrico assistido por computador (CAM) utilizadas para controlar máquinas e máquinas-ferramentas na criação, modificação, análise ou otimização como parte dos processos de fabrico de peças.",http://data.europa.eu/esco/isced-f/0613,desenvolvimento e análise de software e aplicações informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27ad6528-0914-4049-87c0-2f05791d0e2e,projetar um sistema de domótica em edifícios,released,skill/competence,sector-specific,,"Desenhar um sistema completo de domótica para edifícios, tendo em conta cada componente escolhido. Ponderar e encontrar o equilíbrio entre os componentes e sistemas que devem ser incluídos na domótica e os que são menos úteis, em relação à poupança de energia.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,conceber sistemas ou equipamento elétricos e eletrónicos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27aedf16-e2e9-419d-9ad8-1c3100e0e941,supervisionar equipa de edição de vídeo,released,skill/competence,sector-specific,,Supervisionar artistas multimédia e outros membros da equipa de edição de vídeo e imagem para garantir que a edição é feita a tempo e de acordo com a visão criativa da equipa de produção.,http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/aab9f44d-fe0e-46d8-a470-11ce82a64846 | http://data.europa.eu/esco/skill/1f1d2ff8-c4c1-45cc-9812-6a7ee84a73cb,assumir papel de liderança | supervisionar uma equipa ou um grupo | liderar uma equipa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27b913f0-3c52-448b-ad27-fc6ef08fb326,Adobe Illustrator,released,knowledge,sector-specific,,O programa informático Adobe Illustrator CC é uma ferramenta gráfica de TIC que permite a edição digital e composição de imagens para gerar tanto imagens raster como vetoriais em 2D. É desenvolvido pela empresa de software Adobe.,http://data.europa.eu/esco/isced-f/0611 | http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,informática na ótica do utilizador | software de edição gráfica
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27ddcef9-8522-4699-b0e6-2e2b10fd6d13,criar uma campanha de financiamento colaborativo (crowdfunding),released,skill/competence,cross-sector,,"Criar uma atividade digital de angariação de fundos para um projeto, utilizando plataformas de financiamento colaborativo. Tal implica a criação de um perfil numa plataforma de financiamento colaborativo, a elaboração de vídeos convincentes sobre o projeto, a promoção dos objetivos da campanha, a supervisão do orçamento, contactos continuados com os doadores, a utilização das redes sociais, etc.
   ",http://data.europa.eu/esco/skill/1d4be2e3-ac64-426f-838d-1e7cb8600927,competências de gestão
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2857540c-180b-4208-9127-e94a01871966,alinhar software com arquiteturas de sistemas,released,skill/competence,sector-specific,,"Alinhar o design do sistema e as especificações técnicas com a arquitetura do software, a fim de assegurar a integração e a interoperabilidade entre os componentes do sistema.",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,instalar sistemas informáticos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2879e8f6-037a-49ed-ba73-6f7d7766223e,sistemas de monitorização do desperdício alimentar,released,knowledge,sector-specific,,"As características, os benefícios e as formas de utilizar ferramentas digitais para recolher, monitorizar e avaliar dados sobre o desperdício alimentar numa organização ou num estabelecimento de hotelaria.
   ",http://data.europa.eu/esco/isced-f/0612,design e administração de bases de dados e de redes informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2891f0dc-4426-4a9a-8fbb-db4fb0a66f91,Nessus,released,knowledge,sector-specific,,"O programa informático Nessus é uma ferramenta de TIC especializada que testa as falhas de segurança do sistema a nível do acesso potencialmente não autorizado à informação do sistema, desenvolvido pela empresa de software Tenable Network Security.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,desenvolvimento e análise de software e aplicações informáticas | ferramenta de teste de penetração
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28a0fe16-4e03-4d5e-8f0e-5198309e77a9,executar preservação de dispositivos digitais para fins de investigação forense,released,skill/competence,occupation-specific,,"Preservar a integridade dos dispositivos TIC, tais como computadores portáteis, computadores de secretária e outros meios de comunicação digitais, armazenando-os fisicamente e utilizando software como o PTK Forensics e o EnCase para recuperar, armazenar e rastrear informações digitais de forma legal, de modo a que possam ser utilizadas como prova em momento oportuno.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gerir, recolher e armazenar dados digitais"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28b7d7fb-0483-4877-9aaa-f990f10f16f5,operar sistemas de separação de pedidos por voz,released,skill/competence,sector-specific,,Operar sistemas de separação de pedidos por voz aplicando vários métodos de separação de pedidos por voz; trabalhar utilizando instruções e pedidos verbais via auscultadores e um microfone.,http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,triar materiais ou produtos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/28eb4689-3ba4-47a1-96b0-34a60751ea17,projetar infraestruturas para minas a céu aberto,released,skill/competence,occupation-specific,,Prestar assistência a projetos de infraestruturas mineiras utilizando cálculos de dados e software especializados.,http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,conceber estruturas ou instalações
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2962214b-cc38-4d20-aa8b-aa120091d743,preparar um plano de marketing para exposições,released,skill/competence,cross-sector,,"Desenvolver um plano de marketing para futuras exposições; conceber e distribuir pósteres, folhetos e catálogos; comunicar ideias a fotógrafos, designers gráficos e tipografias; preparar artigos para meios de comunicação online e impressos; manter websites e redes sociais atualizados.",http://data.europa.eu/esco/skill/9c6e951f-aa88-4890-983d-e7a6ee49f5bb | http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"planear campanhas de «marketing» | desenvolver planos financeiros, comerciais e de comercialização"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/296f6b56-de45-4aac-aa96-43e4a4864724,arquitetura de cadeias de blocos,released,knowledge,sector-specific,estrutura de blockchain | estrutura da cadeia de blocos,"Estrutura da configuração de uma rede ponto a ponto de computadores, que funciona como retarguarda para sistemas e aplicações. A rede é construída como uma máquina virtual sem um sistema central que gere as interações entre os nós.
  ",http://data.europa.eu/esco/isced-f/0612,design e administração de bases de dados e de redes informáticas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2973b3bc-5893-4b3d-8953-22ef677a162f,tecnologias de corte,released,knowledge,cross-sector,,"A variedade de tecnologias de corte, de software ou mecânicas, que guia os processos de corte por laser, por serra, maquinagem, etc.",http://data.europa.eu/esco/isced-f/0711,engenharia química e de processos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f,gerir bases de dados,released,skill/competence,cross-sector,coordenar bases de dados | gerir bases de informação | administrar bases de dados | gerir as bases de dados | implementar teoria de bases de dados,"Aplicar sistemas e modelos de conceção de bases de dados, definir dependências de dados, utilizar linguagens de pesquisa e sistemas de gestão de bases de dados para desenvolver e gerir bases de dados.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,gerir informação
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a051ae0-e42e-4733-8bb2-de24c4d5e3b8,transmitir eventos ao vivo através da Internet,released,skill/competence,sector-specific,,"Comunicar ao vivo através da internet ou de blogues em tempo real quando se faz a cobertura de eventos importantes — uma área de trabalho em crescimento, especialmente em jornais nacionais.",http://data.europa.eu/esco/skill/be6ab363-3de1-427f-a8ef-85d5b0250822 | http://data.europa.eu/esco/skill/609a8ac1-9d29-4237-9886-596dbbe7ca8a | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,transmitir informações oralmente | falar perante uma audiência | escrever textos técnicos ou académicos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a3a96a3-709e-4d60-81f6-d247d6933f13,gerir a segurança dos sistemas,released,skill/competence,sector-specific,gerir os sistemas de proteção da informação | gerir a segurança da informação | coordenar a segurança dos sistemas | gerir segurança de sistemas | gerir a segurança de sistemas | coordenar a segurança da informação,Analisar os ativos críticos de uma empresa e identificar as deficiências e vulnerabilidades que podem conduzir a uma intrusão ou ataque. Aplicar técnicas de deteção de segurança. Compreender as técnicas de ciberataque e aplicar contramedidas eficazes.,http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,proteger dispositivos de tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2a69d6a0-b90f-4d50-bef8-a05d6704575d,utilizar software de media,released,skill/competence,occupation-specific,,"Utilizar software de programação visual, como som, iluminação, imagem, captação, controlo de movimentos, mapeamento UV, realidade aumentada, realidade virtual ou software de projeção em 3D. Este software pode ser utilizado, por exemplo, para aplicações de espetáculos e eventos.
   ",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,utilizar ferramentas digitais para tratamento de sons e imagens
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2af29864-c941-40a5-ae7b-2b6c4b92c0d7,reconhecimento vocal,released,knowledge,sector-specific,,O desenvolvimento na área informática que permite que a voz possa ser reconhecida por máquinas e apresenta os do fragmento ou do comando falado.,http://data.europa.eu/esco/isced-f/0232,literatura e linguística
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2afb2b59-c9a3-4cf3-b1dd-1a2fad51e583,processo de impressão 3D,released,knowledge,sector-specific,,O processo de reprodução de objetos 3D usando tecnologias de impressão 3D.,http://data.europa.eu/esco/skill/99981dbd-6f0f-495d-a67f-20ad0f9ef6f3 | http://data.europa.eu/esco/skill/a507f45d-0894-4803-b1cd-9ca7f15c9299 | http://data.europa.eu/esco/isced-f/0211,suportes de impressão | processos de produtos impressos | técnicas audiovisuais e produção dos media
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b24cbb7-f94e-43c1-8377-138f80ad5c19,desenvolver software de memórias de tradução,released,skill/competence,sector-specific,,"Desenvolver e melhorar o software de memória de tradução, de modo a ir buscar a bases de dados existentes textos equivalentes no idioma de chegada ao traduzir de uma língua para outra.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programar sistemas de computador
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b285a57-4add-453e-af5d-3d986a65c8fe,utilizar integração telefonia-computador,released,skill/competence,sector-specific,utilizar CTI | utilizar integração entre telefonia e computador | utilizar integração de telefonia com computadores | aplicar integração telefonia-computador | recorrer a integração telefonia-computador,Utilizar tecnologia que permita a interação entre o telefone e o computador. Permitir a realização de serviços de chamadas diretamente num computador de secretária.,http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,aceder a dados digitais e analisá-los
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b34764d-637c-48f5-aa70-31e15c965db6,programar software de código-fonte aberto,released,skill/competence,sector-specific,,"Programar e produzir software de código-fonte aberto. Conhecer os principais modelos de código-fonte aberto, regimes de licenciamento e práticas de codificação comummente adotadas na produção de software de código-fonte aberto.
    ",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programar sistemas de computador
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b34a99f-9813-4c91-9509-b6b9b8c3132e,colaborar através das tecnologias digitais,released,skill/competence,cross-sector,,Utilizar ferramentas e tecnologias digitais para processos de colaboração e para a coconstrução e cocriação de recursos e conhecimentos.,http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,comunicação e colaboração digitais | utilizar ferramentas digitais para colaboração e produtividade
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b544b2c-f22d-40e6-8578-3cb65554643a,fechaduras eletrónicas,released,knowledge,occupation-specific,,"Dispositivos de bloqueio que são alimentados por corrente elétrica. As fechaduras eletrónicas usam motores, solenoides ou ímanes para acionar a fechadura. Frequentemente, as fechaduras eletrónicas têm um sistema de controlo de acesso e exigem autenticação, como senhas, impressões digitais ou cartões com chip.",http://data.europa.eu/esco/isced-f/0716,"veículos a motor, navios e aviões"
